,date,open,high,low,close,volume,CUMLOGRET_1,CUMPCTRET_1
26,2022-11-04 17:50:00,90.98,90.99,90.97,90.99,11586.0,-0.0018665940088840917,-0.00186485300570427
27,2022-11-04 17:45:00,90.98,90.99,90.98,90.98,4404.0,-0.001976502235625423,-0.001974550241333861
28,2022-11-04 17:40:00,90.98,90.99,90.98,90.98,6662.0,-0.001976502235625423,-0.001974550241333861
29,2022-11-04 17:35:00,91.0,91.0,90.98,90.98,8401.0,-0.001976502235625423,-0.001974550241333861
30,2022-11-04 17:30:00,90.99,91.0,90.96,91.0,4999.0,-0.001756697860633441,-0.001755155770074568
31,2022-11-04 17:25:00,90.98,91.01,90.9701,90.9701,10941.0,-0.0020853232806236316,-0.0020831505046071674
32,2022-11-04 17:20:00,91.0299,91.0299,90.95,90.95,7510.0,-0.0023062994133522,-0.0023036419482228565
33,2022-11-04 17:15:00,90.96,91.03,90.93,91.0,24202.0,-0.001756697860633441,-0.001755155770074568
34,2022-11-04 17:10:00,90.97,91.0,90.84,90.99,29642.0,-0.0018665940088840917,-0.00186485300570427
35,2022-11-04 17:05:00,90.86,90.99,90.85,90.99,38700.0,-0.0018665940088840917,-0.00186485300570427
36,2022-11-04 17:00:00,90.9,90.97,90.81,90.85,22405.0,-0.0034064095353033355,-0.0034006143045195447
37,2022-11-04 16:55:00,90.87,90.95,90.8,90.91,36180.0,-0.002746198243716668,-0.002742430890741554
38,2022-11-04 16:50:00,90.97,91.0,90.74,90.89,81981.0,-0.002966220246804456,-0.0029618253620008472
39,2022-11-04 16:45:00,90.88,90.98,90.88,90.97,300719.0,-0.0020864225435130008,-0.0020842474769635633
40,2022-11-04 16:40:00,90.99,90.99,90.87,90.9,18279.0,-0.0028562031940502883,-0.002852128126371145
41,2022-11-04 16:35:00,90.98,90.99,90.98,90.98,10029.0,-0.001976502235625423,-0.001974550241333861
42,2022-11-04 16:30:00,90.99,91.02,90.98,90.99,21824.0,-0.0018665940088840917,-0.00186485300570427
43,2022-11-04 16:25:00,90.99,91.02,90.98,90.99,46498.0,-0.0018665940088840917,-0.00186485300570427
44,2022-11-04 16:20:00,90.93,91.03,90.91,90.98,2322972.0,-0.001976502235625423,-0.001974550241333861
45,2022-11-04 16:15:00,90.9,91.0,90.9,90.93,1874671.0,-0.0025262246396619537,-0.0025230364194821497
46,2022-11-04 16:10:00,91.02,91.043,90.89,90.9,121160.0,-0.0028562031940502883,-0.002852128126371145
47,2022-11-04 16:05:00,90.98,91.15,90.83,91.04,1610057.0,-0.0013172339994626425,-0.0013163668275558704
48,2022-11-04 16:00:00,90.82,91.02,90.72,91.0,3861398.0,-0.001756697860633441,-0.001755155770074568
49,2022-11-04 15:55:00,90.82,90.91,90.57,90.815,1935724.0,-0.003791734176076736,-0.0037845546292233356
50,2022-11-04 15:50:00,90.86,91.07,90.77,90.815,1690287.0,-0.003791734176076736,-0.0037845546292233356
51,2022-11-04 15:45:00,90.57,90.8825,90.44,90.87,1459363.0,-0.003186290670227822,-0.0031812198332601405
52,2022-11-04 15:40:00,90.44,90.57,90.295,90.5629,1364833.0,-0.0065715674671370915,-0.006550021939447093
53,2022-11-04 15:35:00,90.15,90.46,90.02,90.44,1279721.0,-0.007929556967714406,-0.007898200965335667
54,2022-11-04 15:30:00,89.895,90.2983,89.88,90.1452,1029738.0,-0.011194500738046865,-0.011132075471698033
55,2022-11-04 15:25:00,90.0967,90.0967,89.81,89.89,1041107.0,-0.01402950379217556,-0.013931548924967063
56,2022-11-04 15:20:00,90.12,90.24,90.0,90.0835,947034.0,-0.011879186389226597,-0.011808907415533088
57,2022-11-04 15:15:00,90.04,90.31,90.01,90.12,1188000.0,-0.011474088813439762,-0.011408512505484802
58,2022-11-04 15:10:00,89.64,90.11,89.63,90.03,1015924.0,-0.012473256257098038,-0.012395787626151789
59,2022-11-04 15:05:00,89.74,89.77,89.47,89.6401,1209464.0,-0.01681343987197465,-0.01667288284335222
60,2022-11-04 15:00:00,89.575,89.86,89.57,89.75,1164140.0,-0.015588177009095231,-0.015467310223782338
61,2022-11-04 14:55:00,89.31,89.6,89.28,89.575,692708.0,-0.017539941186465954,-0.017387011847301403
62,2022-11-04 14:50:00,89.7377,89.7413,89.2,89.3,1004995.0,-0.020614716495030147,-0.020403685827117157
63,2022-11-04 14:45:00,89.38,89.8,89.31,89.73,993636.0,-0.01581104306751711,-0.01568670469504163
64,2022-11-04 14:40:00,89.2,89.49,89.08,89.375,716687.0,-0.01977520336331176,-0.01958095655989467
65,2022-11-04 14:35:00,89.2163,89.34,89.09,89.21,721415.0,-0.02162306345179144,-0.021390960947784143
66,2022-11-04 14:30:00,89.15,89.33,88.9501,89.21,925064.0,-0.02162306345179144,-0.021390960947784143
67,2022-11-04 14:25:00,89.01,89.19,88.88,89.15,983758.0,-0.022295860068334027,-0.022049144361562023
68,2022-11-04 14:20:00,88.5515,89.05,88.41,89.02,874501.0,-0.023755140789775257,-0.023475208424747707
69,2022-11-04 14:15:00,88.2811,88.59,88.28,88.53,565875.0,-0.029274726754525745,-0.028850372970601112
70,2022-11-04 14:10:00,88.505,88.55,88.25,88.28,827580.0,-0.03210262298894783,-0.031592803861342666
71,2022-11-04 14:05:00,88.55,88.745,88.37,88.5,966189.0,-0.029613652363599655,-0.029179464677490108
72,2022-11-04 14:00:00,88.66,88.7014,88.47,88.56,737789.0,-0.02893591597710203,-0.028521281263712117
73,2022-11-04 13:55:00,88.64,88.76,88.55,88.66,979909.0,-0.027807375060576046,-0.02742430890741554
74,2022-11-04 13:50:00,88.36,88.6587,88.25,88.64,663485.0,-0.028032981378509805,-0.027643703378674833
75,2022-11-04 13:45:00,88.389,88.5526,88.195,88.3573,949209.0,-0.03122738310547358,-0.030744844229925405
76,2022-11-04 13:40:00,88.13,88.59,88.04,88.3902,1166998.0,-0.030855100607786436,-0.030383940324703818
77,2022-11-04 13:35:00,88.2,88.25,88.06,88.12,1409226.0,-0.033916682443341076,-0.033347959631417234
78,2022-11-04 13:30:00,88.455,88.5,88.153,88.2,1226294.0,-0.033009241364737846,-0.03247038174637995
79,2022-11-04 13:25:00,88.7,88.75,88.39,88.47,1285932.0,-0.029952692882188933,-0.029508556384379103
80,2022-11-04 13:20:00,88.89,88.9,88.64,88.6947,803918.0,-0.027416068820112452,-0.027043659499780603
81,2022-11-04 13:15:00,88.525,89.15,88.5222,88.89,1039030.0,-0.025216554123899917,-0.02490127248793328
82,2022-11-04 13:10:00,89.15,89.3499,88.51,88.5254,1327958.0,-0.029326687892124777,-0.028900833698990658
83,2022-11-04 13:05:00,89.225,89.23,88.95,89.15,960918.0,-0.022295860068334027,-0.022049144361562023
84,2022-11-04 13:00:00,89.33,89.5,89.22,89.2289,665939.0,-0.021411226233890218,-0.021183633172444094
85,2022-11-04 12:55:00,89.14,89.42,89.08,89.33,781270.0,-0.020278826663735785,-0.020074594120228162
86,2022-11-04 12:50:00,89.3,89.355,89.13,89.14,617573.0,-0.02240803685907372,-0.022158841597191725
87,2022-11-04 12:45:00,89.3399,89.44,89.075,89.295,1077515.0,-0.020670709104020354,-0.020458534444931953
88,2022-11-04 12:40:00,90.12,90.13,89.3,89.3301,982450.0,-0.020277707219606863,-0.020073497147871766
89,2022-11-04 12:35:00,89.805,90.15,89.75,90.117,930544.0,-0.01150737831559831,-0.01144142167617368
90,2022-11-04 12:30:00,89.65,89.935,89.58,89.8103,812020.0,-0.014916536314946447,-0.014805835892935493
91,2022-11-04 12:25:00,89.815,89.8497,89.5,89.635,713352.0,-0.016870335670681573,-0.016728828433523413
92,2022-11-04 12:20:00,89.48,89.9876,89.43,89.815,1067000.0,-0.014864205156684525,-0.014754278192189552
93,2022-11-04 12:15:00,89.52,89.63,89.3,89.48,930368.0,-0.018601067755554597,-0.018429135585783185
94,2022-11-04 12:10:00,88.93,89.57,88.81,89.54,1594369.0,-0.017930751564663963,-0.017770952172005194
95,2022-11-04 12:05:00,89.03,89.3,88.82,88.93,1135634.0,-0.02476666096593474,-0.02446248354541458
96,2022-11-04 12:00:00,89.25,89.41,88.95,89.0347,1296644.0,-0.02359002299133015,-0.023313953488372063
97,2022-11-04 11:55:00,89.41,89.49,89.01,89.245,1265156.0,-0.021230807696012342,-0.02100702062308024
98,2022-11-04 11:50:00,89.5227,89.54,89.3141,89.411,1012226.0,-0.019372487261530326,-0.019186046511627808
99,2022-11-04 11:45:00,89.83,89.855,89.39,89.52,1377799.0,-0.018154140373813726,-0.0179903466432646
100,2022-11-04 11:40:00,89.885,90.025,89.55,89.85,1283632.0,-0.014474591147915484,-0.01437033786748576
101,2022-11-04 11:35:00,89.9,90.04,89.77,89.885,907634.0,-0.014085128879104064,-0.013986397542781859
102,2022-11-04 11:30:00,90.36,90.55,89.82,89.8907,1297963.0,-0.01402171652691298,-0.01392387011847307
103,2022-11-04 11:25:00,90.2,90.53,90.13,90.3501,748779.0,-0.008924080532996348,-0.008884379113646368
104,2022-11-04 11:20:00,90.24,90.52,90.1133,90.19,1090826.0,-0.010697648199866709,-0.01064063185607722
105,2022-11-04 11:15:00,90.245,90.3187,89.94,90.22,1150625.0,-0.010365072397233624,-0.010311540149188225
106,2022-11-04 11:10:00,90.6217,90.6693,90.04,90.25,4612001.0,-0.010032607164493184,-0.00998244844229923
107,2022-11-04 11:05:00,90.81,90.98,90.47,90.635,1899697.0,-0.00577575246260106,-0.005759104870557197
108,2022-11-04 11:00:00,90.86,90.97,90.66,90.81,1143955.0,-0.0038467926757464934,-0.003839403247038131
109,2022-11-04 10:55:00,91.73,91.85,90.83,90.855,1553040.0,-0.00335137527646325,-0.003345765686704638
110,2022-11-04 10:50:00,92.0942,92.1863,91.57,91.7205,1380312.0,0.006129704971107644,0.006148530057042523
111,2022-11-04 10:45:00,91.9,92.44,91.87,92.09,2738872.0,0.0101501553557922,0.010201842913558634
112,2022-11-04 10:40:00,91.185,91.95,91.1603,91.88,1986854.0,0.007867173443413986,0.007898200965335667
113,2022-11-04 10:35:00,91.4,91.54,91.04,91.1862,1322584.0,0.00028736546393945736,0.00028740675734972854
114,2022-11-04 10:30:00,91.51,91.59,90.96,91.387,1966248.0,0.0024870320192146218,0.0024901272487933834
115,2022-11-04 10:25:00,90.83,91.55,90.82,91.51,2168512.0,0.003832051549803485,0.0038394032470383532
116,2022-11-04 10:20:00,90.48,90.88,90.414,90.8282,1890984.0,-0.003646394300725106,-0.0036397542781921866
117,2022-11-04 10:15:00,89.612,90.59,89.47,90.445,2129852.0,-0.00787427322388523,-0.007843352347520871
118,2022-11-04 10:10:00,89.75,90.09,89.15,89.6,1526313.0,-0.017260884396598744,-0.017112768758227315
119,2022-11-04 10:05:00,90.34,90.54,89.65,89.7499,2478929.0,-0.01558929121584408,-0.015468407196138623
120,2022-11-04 10:00:00,89.38,90.435,89.3,90.3399,2585255.0,-0.009036981081015895,-0.008996270293988529
121,2022-11-04 09:55:00,88.77,91.5,88.6,89.3769,3329650.0,-0.019753944848016746,-0.019560114085124924
122,2022-11-04 09:50:00,88.93,89.4044,88.66,88.76,2639240.0,-0.026680106313090278,-0.026327336551118852
123,2022-11-04 09:45:00,90.29,90.295,88.79,88.9142,3854076.0,-0.02494434457936246,-0.02463580517770958
124,2022-11-04 09:40:00,90.86,91.14,90.01,90.31,2597475.0,-0.009368008114776068,-0.00932426502852124
125,2022-11-04 09:35:00,91.49,92.03,90.72,90.859,4479150.0,-0.003307350050001409,-0.0033018867924528017
126,2022-11-04 09:30:00,91.34,91.7,91.31,91.5,130595.0,0.00372276790399215,0.00372970601140854
127,2022-11-04 09:25:00,91.31,91.42,91.23,91.39,86479.0,0.002519858906626906,0.002523036419482372
128,2022-11-04 09:20:00,91.4,91.44,91.2,91.33,82901.0,0.0018631163261041864,0.001864853005704381
129,2022-11-04 09:15:00,91.15,91.5,89.3,91.4,358545.0,0.0026292740826208876,0.002632733655111963
130,2022-11-04 09:10:00,91.32,91.47,91.05,91.15,164446.0,-0.00010970325281139298,-0.0001096972356295911
131,2022-11-04 09:05:00,91.07,91.66,91.0448,91.35,209903.0,0.002082078446532196,0.0020842474769635633
132,2022-11-04 09:00:00,90.8,91.1299,90.6,91.1,125161.0,-0.0006584001115708894,-0.0006581834137779907
133,2022-11-04 08:55:00,90.59,90.9,90.56,90.8371,260370.0,-0.0035484119121552936,-0.0035421237384817283
134,2022-11-04 08:50:00,90.36,90.7,90.2818,90.55,108378.0,-0.006714020048061117,-0.006691531373409387
135,2022-11-04 08:45:00,90.6,90.65,90.0202,90.4,104107.0,-0.008371936979352627,-0.008336989907854253
136,2022-11-04 08:40:00,89.92,91.09,89.92,90.65,247804.0,-0.005610267176623377,-0.005594559017112699
137,2022-11-04 08:35:00,90.3,90.46,89.3101,89.82,244285.0,-0.014808536717891549,-0.014699429574374756
138,2022-11-04 08:30:00,90.39,90.39,90.22,90.26,30422.0,-0.009921809978628314,-0.009872751206669528
139,2022-11-04 08:25:00,90.15,90.41,90.12,90.41,53300.0,-0.008261323628208446,-0.008227292672224662
140,2022-11-04 08:20:00,90.0601,90.18,90.03,90.18,37613.0,-0.010808531384545307,-0.010750329091706812
141,2022-11-04 08:15:00,90.26,90.26,90.0,90.06,58105.0,-0.01214008950405788,-0.012066695919262793
142,2022-11-04 08:10:00,90.27,90.3,90.15,90.2554,39935.0,-0.009972775159449528,-0.009923211935059295
143,2022-11-04 08:05:00,90.585,90.86,89.077,90.27,193779.0,-0.00981102506741997,-0.009763053971039937
144,2022-11-04 08:00:00,90.5,90.51,90.4,90.41,13545.0,-0.008261323628208446,-0.008227292672224662
145,2022-11-04 07:55:00,90.48,90.52,90.41,90.52,13675.0,-0.007045383612146888,-0.007020623080298383
146,2022-11-04 07:50:00,90.5,90.53,90.4,90.46,16664.0,-0.0077084403277864364,-0.007678806494076373
147,2022-11-04 07:45:00,90.37,90.55,90.33,90.5,18668.0,-0.007266353671603046,-0.007240017551557676
148,2022-11-04 07:40:00,90.4,90.48,90.37,90.4,5658.0,-0.008371936979352627,-0.008336989907854253
149,2022-11-04 07:35:00,90.35,90.5,90.35,90.4,15837.0,-0.008371936979352627,-0.008336989907854253
150,2022-11-04 07:30:00,90.42,90.44,90.32,90.35,11042.0,-0.008925187339246028,-0.008885476086002653
151,2022-11-04 07:25:00,90.36,90.44,90.36,90.4,13142.0,-0.008371936979352627,-0.008336989907854253
152,2022-11-04 07:20:00,90.44,90.45,90.34,90.34,13060.0,-0.009035874151025355,-0.008995173321632244
153,2022-11-04 07:15:00,90.5,90.6,90.31,90.43,24594.0,-0.008040133625094655,-0.008007898200965258
154,2022-11-04 07:10:00,90.44,90.6,90.43,90.45,28299.0,-0.00781899253617932,-0.0077885037297059645
155,2022-11-04 07:05:00,90.67,90.68,90.2,90.4,48755.0,-0.008371936979352627,-0.008336989907854253
156,2022-11-04 07:00:00,90.71,90.71,90.61,90.67,6075.0,-0.005389662719518726,-0.005375164545853406
157,2022-11-04 06:55:00,90.66,90.7,90.66,90.68,2657.0,-0.005279378738155184,-0.005265467310223704
158,2022-11-04 06:50:00,90.58,90.62,90.58,90.62,2896.0,-0.005941265138491308,-0.0059236507240016945
159,2022-11-04 06:45:00,90.5,90.58,90.5,90.58,2366.0,-0.006382766249415686,-0.006362439666520392
160,2022-11-04 06:40:00,90.55,90.56,90.55,90.56,911.0,-0.0066035899226106615,-0.006581834137779685
161,2022-11-04 06:35:00,90.48,90.48,90.4,90.48,3257.0,-0.0074873725696184374,-0.007459412022816969
162,2022-11-04 06:30:00,90.45,90.55,90.45,90.46,2721.0,-0.0077084403277864364,-0.007678806494076373
163,2022-11-04 06:25:00,90.6,90.65,90.6,90.65,1491.0,-0.005610267176623377,-0.005594559017112699
164,2022-11-04 06:20:00,90.48,90.48,90.48,90.48,711.0,-0.0074873725696184374,-0.007459412022816969
165,2022-11-04 06:15:00,90.27,90.4,90.27,90.4,3061.0,-0.008371936979352627,-0.008336989907854253
166,2022-11-04 06:10:00,90.49,90.49,90.19,90.25,6208.0,-0.010032607164493184,-0.00998244844229923
167,2022-11-04 06:05:00,90.43,90.53,90.3,90.53,2312.0,-0.006934916890134486,-0.0069109258446686805
168,2022-11-04 06:00:00,90.43,90.43,90.43,90.43,251.0,-0.008040133625094655,-0.008007898200965258
169,2022-11-04 05:55:00,90.54,90.54,90.42,90.44,2510.0,-0.007929556967714406,-0.007898200965335667
170,2022-11-04 05:50:00,90.68,90.69,90.52,90.52,4281.0,-0.007045383612146888,-0.007020623080298383
171,2022-11-04 05:45:00,90.47,90.55,90.47,90.55,5046.0,-0.006714020048061117,-0.006691531373409387
172,2022-11-04 05:40:00,90.41,90.47,90.36,90.43,3779.0,-0.008040133625094655,-0.008007898200965258
173,2022-11-04 05:35:00,90.49,90.53,90.27,90.28,6155.0,-0.009700252428148532,-0.009653356735410235
174,2022-11-04 05:30:00,90.45,90.53,90.45,90.49,1592.0,-0.00737685701444165,-0.007349714787187378
175,2022-11-04 05:25:00,90.68,90.68,90.27,90.5,9760.0,-0.007266353671603046,-0.007240017551557676
176,2022-11-04 05:20:00,90.35,90.72,90.35,90.68,12780.0,-0.005279378738155184,-0.005265467310223704
177,2022-11-04 05:15:00,90.22,90.22,90.21,90.21,1271.0,-0.010475918708936141,-0.010421237384817927
178,2022-11-04 05:10:00,90.35,90.36,90.3,90.3,3113.0,-0.00947874395454377,-0.009433962264150941
179,2022-11-04 05:05:00,90.28,90.37,90.2,90.37,13222.0,-0.00870385046361901,-0.008666081614743248
180,2022-11-04 05:00:00,90.05,90.28,90.05,90.28,4592.0,-0.009700252428148532,-0.009653356735410235
181,2022-11-04 04:55:00,90.0,90.01,89.97,90.01,979.0,-0.012695429108489564,-0.012615182097411082
182,2022-11-04 04:50:00,90.2,90.21,89.97,90.0,25889.0,-0.012806534047218418,-0.012724879333040784
183,2022-11-04 04:45:00,90.0,90.2,90.0,90.19,7073.0,-0.010697648199866709,-0.01064063185607722
184,2022-11-04 04:40:00,89.9,90.0,89.9,89.95,4546.0,-0.013362243980941352,-0.013273365511189072
185,2022-11-04 04:35:00,90.0,90.0,89.88,89.88,16597.0,-0.0141407570603551,-0.014041246160596765
186,2022-11-04 04:30:00,90.08,90.08,90.0,90.0,4654.0,-0.012806534047218418,-0.012724879333040784
187,2022-11-04 04:25:00,90.01,90.09,90.0,90.04,6183.0,-0.012362188338951943,-0.012286090390522086
188,2022-11-04 04:20:00,90.15,90.17,90.09,90.1,5077.0,-0.011696039763191298,-0.011627906976744207
189,2022-11-04 04:15:00,90.05,90.2,90.0,90.12,12576.0,-0.011474088813439762,-0.011408512505484802
190,2022-11-04 04:10:00,90.04,90.16,90.0,90.08,14211.0,-0.011918039986103246,-0.0118473014480035
191,2022-11-04 04:05:00,91.53,91.53,89.59,90.2,18846.0,-0.010586777308905488,-0.010530934620447518
192,2022-11-03 20:00:00,89.28,89.31,89.25,89.31,24113.0,-0.02050274068168876,-0.020293988591487455
193,2022-11-03 19:55:00,89.2801,89.2999,89.21,89.26,19459.0,-0.021062745176359598,-0.020842474769635744
194,2022-11-03 19:50:00,89.28,89.3,89.27,89.28,9560.0,-0.02083870574448267,-0.02062308029837645
195,2022-11-03 19:45:00,89.22,89.29,89.22,89.29,7333.0,-0.020726704848358382,-0.02051338306274675
196,2022-11-03 19:40:00,89.25,89.27,89.21,89.25,7050.0,-0.02117478371773503,-0.020952172005265446
197,2022-11-03 19:35:00,89.2,89.28,89.2,89.25,6527.0,-0.02117478371773503,-0.020952172005265446
198,2022-11-03 19:30:00,89.29,89.31,89.2,89.2,5150.0,-0.02173516479151977,-0.021500658183413734
199,2022-11-03 19:25:00,89.3,89.3,89.26,89.28,5064.0,-0.02083870574448267,-0.02062308029837645
200,2022-11-03 19:20:00,89.31,89.34,89.22,89.3,11770.0,-0.020614716495030147,-0.020403685827117157
201,2022-11-03 19:15:00,89.35,89.35,89.3,89.34,2995.0,-0.02016688845351084,-0.01996489688459846
202,2022-11-03 19:10:00,89.21,89.35,89.2,89.35,15435.0,-0.020054962772046485,-0.01985519964896887
203,2022-11-03 19:05:00,89.28,89.29,89.22,89.22,6585.0,-0.021510974677364788,-0.02128126371215444
204,2022-11-03 19:00:00,89.26,89.3,89.25,89.28,4832.0,-0.02083870574448267,-0.02062308029837645
205,2022-11-03 18:55:00,89.3,89.3,89.24,89.3,6302.0,-0.020614716495030147,-0.020403685827117157
206,2022-11-03 18:50:00,89.3,89.3,89.22,89.28,10080.0,-0.02083870574448267,-0.02062308029837645
207,2022-11-03 18:45:00,89.3,89.39,89.27,89.27,7195.0,-0.020950719186212823,-0.020732777534006153
208,2022-11-03 18:40:00,89.15,89.4,89.15,89.32,14237.0,-0.020390777405526413,-0.020184291355857864
209,2022-11-03 18:35:00,89.21,89.29,89.09,89.22,25486.0,-0.021510974677364788,-0.02128126371215444
210,2022-11-03 18:30:00,89.25,89.33,89.2,89.28,6974.0,-0.02083870574448267,-0.02062308029837645
211,2022-11-03 18:25:00,89.22,89.23,89.15,89.22,5927.0,-0.021510974677364788,-0.02128126371215444
212,2022-11-03 18:20:00,89.22,89.23,89.15,89.19,7907.0,-0.0218472786993675,-0.021610355419043437
213,2022-11-03 18:15:00,89.23,89.25,89.11,89.25,13561.0,-0.02117478371773503,-0.020952172005265446
214,2022-11-03 18:10:00,89.2,89.41,89.16,89.25,11454.0,-0.02117478371773503,-0.020952172005265446
215,2022-11-03 18:05:00,89.2,89.28,89.1501,89.18,18728.0,-0.02195940517815284,-0.021720052654673028
216,2022-11-03 18:00:00,89.24,89.28,89.11,89.13,13280.0,-0.022520226234857558,-0.022268538832821427
217,2022-11-03 17:55:00,89.21,89.3,89.15,89.2,12442.0,-0.02173516479151977,-0.021500658183413734
218,2022-11-03 17:50:00,89.3,89.35,89.21,89.21,17836.0,-0.02162306345179144,-0.021390960947784143
219,2022-11-03 17:45:00,89.35,89.42,89.25,89.25,23126.0,-0.02117478371773503,-0.020952172005265446
220,2022-11-03 17:40:00,89.3303,89.5,89.31,89.4,19166.0,-0.019495522198014984,-0.01930671347082047
221,2022-11-03 17:35:00,89.45,89.4501,89.35,89.35,11627.0,-0.020054962772046485,-0.01985519964896887
222,2022-11-03 17:30:00,89.45,89.5,89.41,89.48,6760.0,-0.018601067755554597,-0.018429135585783185
223,2022-11-03 17:25:00,89.5099,89.54,89.45,89.45,13510.0,-0.0189363944227553,-0.01875822729267218
224,2022-11-03 17:20:00,89.57,89.57,89.48,89.48,18521.0,-0.018601067755554597,-0.018429135585783185
225,2022-11-03 17:15:00,89.55,89.57,89.47,89.57,19089.0,-0.0175957618903796,-0.01744186046511631
226,2022-11-03 17:10:00,89.59,89.6298,89.51,89.55,12354.0,-0.017819075870762723,-0.017661254936375603
227,2022-11-03 17:05:00,89.53,89.64,89.48,89.5601,27618.0,-0.01770629607765538,-0.017550460728389505
228,2022-11-03 17:00:00,89.46,89.59,89.41,89.5775,44036.0,-0.017512032002947268,-0.01735958753839395
229,2022-11-03 16:55:00,89.52,89.62,89.12,89.43,70159.0,-0.019160008019393663,-0.018977621763931474
230,2022-11-03 16:50:00,89.5,89.6,89.45,89.5,28408.0,-0.0183775790966738,-0.018209741114523892
231,2022-11-03 16:45:00,89.48,89.57,89.42,89.5,39709.0,-0.0183775790966738,-0.018209741114523892
232,2022-11-03 16:40:00,89.45,89.49,89.3,89.44,236736.0,-0.019048194970694474,-0.018867924528301883
233,2022-11-03 16:35:00,89.28,89.5,89.28,89.42,31169.0,-0.0192718335716489,-0.019087318999561176
234,2022-11-03 16:30:00,89.51,89.51,89.28,89.31,41522.0,-0.02050274068168876,-0.020293988591487455
235,2022-11-03 16:25:00,89.54,89.57,89.44,89.48,63934.0,-0.018601067755554597,-0.018429135585783185
236,2022-11-03 16:20:00,89.42,89.6,89.32,89.54,93910.0,-0.017930751564663963,-0.017770952172005194
237,2022-11-03 16:15:00,89.36,89.45,89.3,89.44,245056.0,-0.019048194970694474,-0.018867924528301883
238,2022-11-03 16:10:00,89.36,89.45,89.27,89.36,284753.0,-0.01994304961653822,-0.019745502413339167
239,2022-11-03 16:05:00,89.3,89.5,89.3,89.36,1416901.0,-0.01994304961653822,-0.019745502413339167
240,2022-11-03 16:00:00,89.61,89.656,89.25,89.3,5222423.0,-0.020614716495030147,-0.020403685827117157
241,2022-11-03 15:55:00,89.791,89.82,89.535,89.605,2618572.0,-0.017205082382131465,-0.017057920140412408
242,2022-11-03 15:50:00,89.92,89.97,89.7301,89.795,1734220.0,-0.015086909906783734,-0.014973672663448845
243,2022-11-03 15:45:00,90.13,90.23,89.925,89.9305,1506973.0,-0.013579054586608878,-0.013487275120666942
244,2022-11-03 15:40:00,90.055,90.22,89.9,90.135,1522128.0,-0.011307657923482485,-0.011243966652040305
