date,1. open,2. high,3. low,4. close,5. volume
2022-10-28 20:00:00,103.88,103.89,103.84,103.89,45255.0
2022-10-28 19:55:00,103.87,103.89,103.85,103.85,24042.0
2022-10-28 19:50:00,103.87,103.88,103.85,103.85,12350.0
2022-10-28 19:45:00,103.84,103.88,103.84,103.88,16393.0
2022-10-28 19:40:00,103.83,103.84,103.82,103.83,6785.0
2022-10-28 19:35:00,103.82,103.83,103.82,103.82,6244.0
2022-10-28 19:30:00,103.8,103.84,103.76,103.83,7675.0
2022-10-28 19:25:00,103.79,103.84,103.75,103.7801,10656.0
2022-10-28 19:20:00,103.83,103.84,103.75,103.75,7421.0
2022-10-28 19:15:00,103.84,103.87,103.81,103.85,11412.0
2022-10-28 19:10:00,103.86,103.86,103.8101,103.8401,7237.0
2022-10-28 19:05:00,103.85,103.87,103.8,103.86,15778.0
2022-10-28 19:00:00,103.74,103.87,103.74,103.82,11656.0
2022-10-28 18:55:00,103.7001,103.78,103.7,103.7301,91298.0
2022-10-28 18:50:00,103.67,103.75,103.65,103.75,8637.0
2022-10-28 18:45:00,103.72,103.72,103.65,103.67,10156.0
2022-10-28 18:40:00,103.7,103.7,103.65,103.7,7692.0
2022-10-28 18:35:00,103.71,103.71,103.65,103.65,6748.0
2022-10-28 18:30:00,103.7,103.73,103.69,103.7,11568.0
2022-10-28 18:25:00,103.67,103.6901,103.65,103.69,7550.0
2022-10-28 18:20:00,103.65,103.7,103.6,103.6,17139.0
2022-10-28 18:15:00,103.58,103.64,103.58,103.64,12574.0
2022-10-28 18:10:00,103.6,103.61,103.56,103.59,10885.0
2022-10-28 18:05:00,103.59,103.6,103.56,103.6,15647.0
2022-10-28 18:00:00,103.55,103.596,103.53,103.5899,9550.0
2022-10-28 17:55:00,103.56,103.6,103.52,103.59,13444.0
2022-10-28 17:50:00,103.6,103.6,103.5,103.56,25485.0
2022-10-28 17:45:00,103.61,103.64,103.56,103.56,19329.0
2022-10-28 17:40:00,103.65,103.67,103.6,103.64,10148.0
2022-10-28 17:35:00,103.6,103.7,103.6,103.65,25090.0
2022-10-28 17:30:00,103.63,103.66,103.56,103.61,34397.0
2022-10-28 17:25:00,103.66,103.7,103.63,103.63,14033.0
2022-10-28 17:20:00,103.68,103.73,103.66,103.6601,17799.0
2022-10-28 17:15:00,103.75,103.79,103.67,103.6805,21002.0
2022-10-28 17:10:00,103.77,103.82,103.75,103.75,12201.0
2022-10-28 17:05:00,103.8401,103.8694,103.74,103.777,21557.0
2022-10-28 17:00:00,103.816,103.87,103.8,103.85,28308.0
2022-10-28 16:55:00,103.76,103.85,103.41,103.8,76603.0
2022-10-28 16:50:00,103.8,104.0,103.73,103.78,33581.0
2022-10-28 16:45:00,103.8,103.84,103.75,103.81,45912.0
2022-10-28 16:40:00,103.7,103.85,103.41,103.78,461781.0
2022-10-28 16:35:00,103.56,103.8,103.55,103.6101,92581.0
2022-10-28 16:30:00,103.65,103.7,103.5088,103.55,42448.0
2022-10-28 16:25:00,103.64,103.79,103.41,103.63,316923.0
2022-10-28 16:20:00,103.679,103.8,103.56,103.6,96889.0
2022-10-28 16:15:00,103.42,103.65,103.41,103.65,141573.0
2022-10-28 16:10:00,103.47,103.47,103.31,103.41,328335.0
2022-10-28 16:05:00,103.39,103.48,103.06,103.47,340524.0
2022-10-28 16:00:00,103.6,103.96,103.35,103.4,6676040.0
2022-10-28 15:55:00,102.78,103.7,102.775,103.6075,4765249.0
2022-10-28 15:50:00,102.795,103.1,102.7,102.78,2424097.0
2022-10-28 15:45:00,102.645,102.95,101.875,102.8,1888415.0
2022-10-28 15:40:00,103.0,103.0,102.51,102.6473,2029296.0
2022-10-28 15:35:00,103.22,103.4,102.96,102.9999,2387493.0
2022-10-28 15:30:00,103.185,103.29,103.06,103.22,1618380.0
2022-10-28 15:25:00,102.9199,103.19,102.82,103.181,1500887.0
2022-10-28 15:20:00,102.6299,103.0,102.57,102.9179,1301613.0
2022-10-28 15:15:00,102.61,102.83,102.53,102.625,1282252.0
2022-10-28 15:10:00,102.555,102.65,102.19,102.615,1730197.0
2022-10-28 15:05:00,102.98,102.99,101.955,102.55,1927840.0
2022-10-28 15:00:00,103.0989,103.24,102.94,102.9723,1423299.0
2022-10-28 14:55:00,102.86,103.25,102.8525,103.095,2295413.0
2022-10-28 14:50:00,102.66,102.86,102.5,102.86,1183891.0
2022-10-28 14:45:00,102.5386,102.8,102.43,102.665,1174714.0
2022-10-28 14:40:00,102.72,102.821,102.47,102.5301,1331166.0
2022-10-28 14:35:00,102.3935,102.77,102.33,102.71,1646416.0
2022-10-28 14:30:00,102.6,102.65,102.21,102.39,1484586.0
2022-10-28 14:25:00,102.465,102.7,102.46,102.6098,1613484.0
2022-10-28 14:20:00,101.87,102.62,101.81,102.4612,2006688.0
2022-10-28 14:15:00,101.78,101.95,101.72,101.87,1006103.0
2022-10-28 14:10:00,101.45,101.95,101.4088,101.7772,1223890.0
2022-10-28 14:05:00,101.845,102.12,101.39,101.46,2118441.0
2022-10-28 14:00:00,101.949,102.0,101.76,101.841,1360529.0
2022-10-28 13:55:00,101.6385,101.96,101.55,101.95,1263171.0
2022-10-28 13:50:00,101.54,101.81,101.415,101.64,1320409.0
2022-10-28 13:45:00,101.7681,101.8,101.51,101.5397,984258.0
2022-10-28 13:40:00,101.715,101.91,101.6401,101.7611,998303.0
2022-10-28 13:35:00,101.895,101.95,101.53,101.71,1217998.0
2022-10-28 13:30:00,101.8259,102.0,101.73,101.893,1715537.0
2022-10-28 13:25:00,101.527,102.01,101.51,101.8221,1531619.0
2022-10-28 13:20:00,101.8299,101.88,101.4,101.5201,1690765.0
2022-10-28 13:15:00,101.95,101.97,101.79,101.8284,1321230.0
2022-10-28 13:10:00,101.5,102.0,101.35,101.9455,2264025.0
2022-10-28 13:05:00,101.16,101.65,101.06,101.505,2065865.0
2022-10-28 13:00:00,100.935,101.3,100.71,101.1522,1653023.0
2022-10-28 12:55:00,100.15,101.0,100.1427,100.9301,1620321.0
2022-10-28 12:50:00,100.26,100.26,99.94,100.16,1348631.0
2022-10-28 12:45:00,100.42,100.45,100.12,100.26,1270949.0
2022-10-28 12:40:00,100.1546,100.7,100.14,100.425,1673653.0
2022-10-28 12:35:00,100.22,100.29,100.0513,100.16,1279784.0
2022-10-28 12:30:00,99.9301,100.24,99.8,100.229,1516812.0
